Biomarker,Biomarker_HGNC,BiomarkerCluster,BiomarkerCluster_HGNC,TargetGene,TargetGene_HGNC,OncogeneAddiction,Beta,T-stat,P-value,EffectSize,CI_Lower,CI_Upper,n_Lines,MeanCNA,MeanEffect,MeanEffect_CNA6plus,PredictedEffect_CNA2,DeltaEffect_CNA6minusPred2,FDR
133957,CCDC127,133957,CCDC127,79844,ZDHHC11,False,-0.097341838822136,-3.777181943583945,0.0001586128634479,-0.515344894842856,-0.1478521137122207,-0.0468315639320513,12,4.166666666666667,-0.2843224479068242,-0.5804176678366064,-0.0734151304588628,-0.5070025373777436,0.0298759476399248
137695,TGS1,"137695, 96764","TMEM68, TGS1",57599,WDR48,False,-0.0810410160105133,-5.482532061153855,4.192809835733047e-08,-0.1799962335684786,-0.1100125698253234,-0.0520694621957033,17,5.122473524622959,-0.5945797973637438,-1.0411959042677978,-0.3415313704623705,-0.6996645338054274,4.220119759257685e-05
152137,IL1RAP,"152137, 3556, 4026","CCDC50, IL1RAP, LPP",132660,LIN54,False,-0.1335897531821869,-3.991922698918536,6.553973866574147e-05,-0.4926166644135412,-0.1991799774146389,-0.067999528949735,17,3.882352941176471,-0.2904857359912964,-0.5811022193325409,-0.0390226711777682,-0.5420795481547727,0.015207261106859
152137,IL1RAP,"152137, 3556, 4026","CCDC50, IL1RAP, LPP",54468,MIOS,False,-0.1563085354996318,-4.971498173288884,6.643749050767858e-07,-0.4849318750987064,-0.2179316296609654,-0.0946854413382982,17,3.882352941176471,-0.5019553118618226,-0.8623041896775143,-0.207727480333104,-0.6545767093444103,0.0004203735458246
163882,AHCTF1,"163882, 25909, 51097","CNST, AHCTF1, SCCPDH",9525,VPS4B,False,-0.0994456015533698,-4.965980687500371,6.835475740190161e-07,-0.2703663771212054,-0.1386946058751392,-0.0601965972316004,17,4.357868666200488,-0.2779624785304199,-0.8151229563770173,-0.0434828106362704,-0.7716401457407468,0.0004314575458312
170506,DHX36,170506,DHX36,54468,MIOS,False,-0.1149199908782025,-3.763224411028388,0.000167736555192,-0.3565279815639001,-0.174772664708886,-0.0550673170475189,17,4.411764705882353,-0.5019553118618226,-0.7830068450079741,-0.2247953338614522,-0.5582115111465218,0.0311222344223216
1891,PSMD8,"1891, 27335, 3191, 3963, 5714, 81","ECH1, EIF3K, HNRNPL, LGALS7, PSMD8, ACTN4",7919,DDX39B,False,-0.1609658143939273,-7.610072127588906,2.739430008020648e-14,-0.355844618992334,-0.2024223464300056,-0.1195092823578489,17,4.041842194451983,-0.7709075815384515,-1.4408280235605273,-0.4422407898446045,-0.9985872337159228,1.2528662991243486e-10
1891,PSMD8,"1891, 27335, 3191, 3963, 5714, 81","ECH1, EIF3K, HNRNPL, LGALS7, PSMD8, ACTN4",51343,FZR1,False,-0.1553794793756741,-13.62489783449033,2.848085647426548e-42,-0.3217305877469128,-0.1777310732894274,-0.1330278854619207,17,4.041842194451983,-0.3081703341787889,-0.8808277133228545,0.0090900429624442,-0.8899177562852987,1.4849178063413689e-37
1891,PSMD8,"1891, 27335, 3191, 3963, 5714, 81","ECH1, EIF3K, HNRNPL, LGALS7, PSMD8, ACTN4",57622,LRFN1,False,-0.0799680691692144,-4.52223979718682,6.118868249938377e-06,-0.3193394244719024,-0.114626676964044,-0.0453094613743847,17,4.041842194451983,-0.1643239043003281,-0.5087331813172594,-0.0010417264617713,-0.5076914548554881,0.0025810831836111
1891,PSMD8,"1891, 27335, 3191, 3963, 5714, 81","ECH1, EIF3K, HNRNPL, LGALS7, PSMD8, ACTN4",10440,TIMM17A,False,-0.1461180406674812,-6.880619207985336,5.959295301313905e-12,-0.2966747746340888,-0.1877401808474602,-0.1044959004875021,17,4.041842194451983,-0.3878870846132758,-0.9965691132867784,-0.089537103807762,-0.9070320094790164,1.6704417357135675e-08
1894,ECT2,"1894, 57552","ECT2, NCEH1",54468,MIOS,False,-0.136593015963817,-3.945200482689197,7.9733239982655e-05,-0.4237664126593864,-0.2044520241443848,-0.0687340077832492,17,4.235294117647059,-0.5019553118618226,-0.8623041896775143,-0.1966297467662321,-0.6656744429112822,0.0177881207799387
1974,TRA2B,"1974, 51726, 5984, 6434","EIF4A2, DNAJB11, RFC4, TRA2B",54468,MIOS,False,-0.1525298507044808,-4.3011364616028445,1.6992437080415673e-05,-0.4732088767527596,-0.2220354375689922,-0.0830242638399694,17,4.0588235294117645,-0.5019553118618226,-0.8623041896775143,-0.1879232662937741,-0.6743809233837401,0.0055614657189985
203054,ADCK5,203054,ADCK5,51575,ESF1,False,-0.0951111428407752,-4.384538224707915,1.1623207283349177e-05,-0.3342366635683905,-0.1376274592560078,-0.0525948264255425,17,4.764705882352941,-0.7700897669685247,-1.082374970920695,-0.507135430879323,-0.5752395400413719,0.0042496760688281
208,AKT2,"208, 5704, 8857, 9149","AKT2, PSMC4, FCGBP, DYRK1B",51343,FZR1,False,-0.0651795484679181,-4.173587182426692,2.998408463358967e-05,-0.1349615439691373,-0.0957886053635318,-0.0345704915723045,17,5.142457066628853,-0.3081703341787889,-0.6725064821070945,-0.1033464014961015,-0.5691600806109929,0.0084961533379093
2122,MECOM,2122,MECOM,10096,ACTR3,False,-0.103130832058615,-3.94913589963642,7.843381505235796e-05,-0.3785572942387277,-0.154314868685246,-0.0519467954319839,17,3.9803921568627447,-0.6176409772916253,-0.9557806384356669,-0.4134014863520156,-0.5423791520836512,0.0175809767365039
2146,EZH2,"2146, 8454","EZH2, CUL1",10959,TMED2,False,-0.1148598628592055,-4.407228245669706,1.0470183956480584e-05,-0.3600499105243144,-0.1659398573420064,-0.0637798683764047,17,3.5294117647058822,-0.6285900879326529,-0.9765777480998684,-0.4529220623832798,-0.5236556857165886,0.0039643294772157
2271,FH,2271,FH,56970,ATXN7L3,False,-0.0703910422532443,-4.837023619830657,1.317977717381866e-06,-0.1794614919361604,-0.098913521879967,-0.0418685626265217,17,4.299045136028248,-0.2565759286439727,-0.6164335813321565,-0.0947437453316926,-0.5216898360004639,0.0007404733991619
2271,FH,2271,FH,23291,FBXW11,False,-0.0923094633822749,-8.836900165699115,9.84110076854339e-19,-0.2700972763553579,-0.1127830706731823,-0.0718358560913676,17,4.299045136028248,-0.4818533407359793,-1.0363154883424568,-0.2696297179375827,-0.7666857704048741,9.680932211506682e-15
2271,FH,2271,FH,10296,MAEA,False,-0.0785643707968988,-3.704661099064555,0.0002116735460405,-0.2625302932037548,-0.1201291274945772,-0.0369996140992204,17,4.299045136028248,-0.4746172296970153,-0.9198695299039128,-0.2939941951512855,-0.6258753347526274,0.0366526348034988
2271,FH,2271,FH,64321,SOX17,False,-0.081282532300515,-10.427485267443648,1.8573892921773297e-25,-0.2444964702804528,-0.0965605050614661,-0.0660045595395639,17,4.299045136028248,-0.216942650671152,-0.6562582460020826,-0.0300704401415941,-0.6261878058604885,4.40179311281665e-21
2271,FH,2271,FH,9913,SUPT7L,False,-0.0710508922869355,-4.095990168173086,4.203677711626103e-05,-0.1816182541420616,-0.1050493112855681,-0.0370524732883028,17,4.299045136028248,-0.0265944949159917,-0.4310282185943508,0.136754713406754,-0.5677829320011049,0.0108822654579014
2271,FH,2271,FH,7296,TXNRD1,False,-0.0788359217627868,-4.003061630550141,6.25280049722138e-05,-0.1853504852902543,-0.1174352693630995,-0.040236574162474,17,4.299045136028248,-0.5525844527668398,-1.165335991725397,-0.3713371102938015,-0.7939988814315954,0.0146848991281004
2271,FH,2271,FH,9525,VPS4B,False,-0.099173827334274,-4.355778138484187,1.3259502759894388e-05,-0.2696274946581892,-0.1437989490930729,-0.0545487055754751,17,4.299045136028248,-0.2779624785304199,-0.7433419233348233,-0.0499573731762521,-0.6933845501585711,0.004699632897306
2288,FKBP4,2288,FKBP4,64858,DCLRE1B,False,-0.109286850259621,-3.960045198266763,7.493557911823479e-05,-0.3539385739247053,-0.1633767102911251,-0.0551969902281169,17,3.5588235294117645,-0.698321106083981,-1.0315842271834132,-0.5279621924439836,-0.5036220347394297,0.017001506800344
2288,FKBP4,2288,FKBP4,114034,TOE1,False,-0.1505825335719164,-4.489383288430247,7.142967045792896e-06,-0.3037689086272766,-0.2163234880728066,-0.0848415790710262,17,3.5588235294117645,-0.7187744888069909,-1.0796679348235925,-0.4840428923566506,-0.5956250424669418,0.0029117727134739
22916,NCBP2,"22916, 5062, 54965","NCBP2, PAK2, PIGX",132660,LIN54,False,-0.1336553240992652,-3.749308407734832,0.0001773229082272,-0.4928584593542775,-0.2035241087092922,-0.0637865394892382,17,3.882352941176471,-0.2904857359912964,-0.5510380170962574,-0.0388992435691502,-0.5121387735271072,0.0324163933920396
22916,NCBP2,"22916, 5062, 54965","NCBP2, PAK2, PIGX",54468,MIOS,False,-0.15297507089929,-4.354748141218454,1.3321999702580634e-05,-0.4745901286671896,-0.2218253510468759,-0.084124790751704,17,3.882352941176471,-0.5019553118618226,-0.9168305236666722,-0.2140022372278655,-0.7028282864388067,0.0047128766069049
23085,ERC1,23085,ERC1,64858,DCLRE1B,False,-0.1252701417521126,-5.2614770547360825,1.4290272496271038e-07,-0.4057023806776345,-0.1719347881276698,-0.0786054953765553,17,3.3823529411764706,-0.698321106083981,-1.0315842271834132,-0.5251535571913549,-0.5064306699920583,0.0001213448946656
23085,ERC1,23085,ERC1,6158,RPL28,False,-0.1370838113373099,-6.597483354502185,4.18195625405418e-11,-0.3894808929502923,-0.1778083298616744,-0.0963592928129453,17,3.3823529411764706,-0.7582956692128893,-1.1645335698250874,-0.5687974594230789,-0.5957361104020085,9.821456126131729e-08
23094,SIPA1L3,23094,SIPA1L3,7919,DDX39B,False,-0.1609658143939273,-7.610072127588906,2.739430008020648e-14,-0.355844618992334,-0.2024223464300056,-0.1195092823578489,17,4.041842194451983,-0.7709075815384515,-1.4408280235605273,-0.4422407898446045,-0.9985872337159228,1.2528662991243486e-10
23094,SIPA1L3,23094,SIPA1L3,51343,FZR1,False,-0.1553794793756741,-13.62489783449033,2.848085647426548e-42,-0.3217305877469128,-0.1777310732894274,-0.1330278854619207,17,4.041842194451983,-0.3081703341787889,-0.8808277133228545,0.0090900429624442,-0.8899177562852987,1.4849178063413689e-37
23094,SIPA1L3,23094,SIPA1L3,57622,LRFN1,False,-0.0799680691692144,-4.52223979718682,6.118868249938377e-06,-0.3193394244719024,-0.114626676964044,-0.0453094613743847,17,4.041842194451983,-0.1643239043003281,-0.5087331813172594,-0.0010417264617713,-0.5076914548554881,0.0025810831836111
23094,SIPA1L3,23094,SIPA1L3,10440,TIMM17A,False,-0.1461180406674812,-6.880619207985336,5.959295301313905e-12,-0.2966747746340888,-0.1877401808474602,-0.1044959004875021,17,4.041842194451983,-0.3878870846132758,-0.9965691132867784,-0.089537103807762,-0.9070320094790164,1.6704417357135675e-08
23126,RFX5,"23126, 5298, 57530, 57592, 5993, 8991","POGZ, PI4KB, CGN, ZNF687, RFX5, SELENBP1",9411,ARHGAP29,False,-0.1290379316414253,-4.663167718409714,3.113787758616061e-06,-0.3048301525958557,-0.1832735315445283,-0.0748023317383222,17,4.340039297796045,-0.5546291224973203,-0.9840655235472534,-0.2526752915500657,-0.7313902319971877,0.0014976457369563
23126,RFX5,"23126, 5298, 57530, 57592, 5993, 8991","POGZ, PI4KB, CGN, ZNF687, RFX5, SELENBP1",5879,RAC1,False,-0.1188065677061563,-5.064658662937402,4.091327616429822e-07,-0.3438341841232201,-0.1647833273118734,-0.0728298081004391,17,4.340039297796045,-0.7902699185200579,-1.0145030451972716,-0.5122578812513863,-0.5022451639458854,0.0002859399255614
23126,RFX5,"23126, 5298, 57530, 57592, 5993, 8991","POGZ, PI4KB, CGN, ZNF687, RFX5, SELENBP1",7186,TRAF2,False,-0.0976124585104946,-4.494142415885507,6.9850871034394845e-06,-0.3025612277124395,-0.1401827389819654,-0.0550421780390237,17,4.340039297796045,-0.4888698914146435,-0.8614397991270326,-0.2604529025456006,-0.600986896581432,0.0028653365880949
23126,RFX5,"23126, 5298, 57530, 57592, 5993, 8991","POGZ, PI4KB, CGN, ZNF687, RFX5, SELENBP1",7716,VEZF1,False,-0.0947400567832525,-6.023028173841821,1.7118363056371451e-09,-0.3922560426251832,-0.1255695820368282,-0.0639105315296768,17,4.340039297796045,-0.3742587492227955,-0.6876441515706375,-0.1525632932745562,-0.5350808582960813,2.720617663814348e-06
23126,RFX5,"23126, 5298, 57530, 57592, 5993, 8991","POGZ, PI4KB, CGN, ZNF687, RFX5, SELENBP1",7490,WT1,False,-0.1074877599448119,-5.010978033190787,5.415409679916478e-07,-0.3481731807150489,-0.1495298796418665,-0.0654456402477572,17,4.340039297796045,-0.061812080781763,-0.4733065482861114,0.1897135015211644,-0.6630200498072758,0.0003601344140888
23126,RFX5,"23126, 5298, 57530, 57592, 5993, 8991","POGZ, PI4KB, CGN, ZNF687, RFX5, SELENBP1",25937,WWTR1,False,-0.0990473490552795,-4.765700530101617,1.881986134631516e-06,-0.3336196816850134,-0.1397820187405306,-0.0583126793700284,17,4.340039297796045,-0.5256825321838718,-1.0736943006470256,-0.2939078430519963,-0.7797864575950293,0.0009941424913448
23167,EFR3A,23167,EFR3A,1871,E2F3,False,-0.0823104378551321,-5.173709743872623,2.29491238080817e-07,-0.2227627024097154,-0.1134922207023133,-0.051128655007951,17,5.318990488059089,-0.390149628137926,-0.7302493457079257,-0.1169620678287636,-0.613287277879162,0.0001801969348842
23200,ATP11B,"23200, 54165, 56922","ATP11B, DCUN1D1, MCCC1",54468,MIOS,False,-0.1517300719613603,-3.926267001307631,8.627438451956686e-05,-0.4707276417752466,-0.2274726224086156,-0.075987521514105,17,4.117647058823529,-0.5019553118618226,-0.8623041896775143,-0.1806445712377654,-0.6816596184397489,0.0188917349661926
23527,ACAP2,23527,ACAP2,10096,ACTR3,False,-0.1261908631194916,-4.034911476393466,5.46228874494588e-05,-0.4632026208516748,-0.1874882542368051,-0.064893472002178,17,3.794117647058824,-0.6176409772916253,-1.0347424971887802,-0.3912397228713609,-0.6435027743174193,0.0133266042681675
254048,UBN2,254048,UBN2,10959,TMED2,False,-0.1104893394648786,-4.052489166097916,5.067557137286251e-05,-0.3463496803664502,-0.1639268977533564,-0.0570517811764008,17,3.4411764705882355,-0.6285900879326529,-0.9765777480998684,-0.4693554516450339,-0.5072222964548345,0.0125737669658266
254827,NAALADL2,254827,NAALADL2,595,CCND1,False,-0.3045019599679535,-4.332678118573433,1.473063997337259e-05,-0.3545816706172832,-0.4422488357860794,-0.1667550841498275,17,3.519607843137255,-0.8705619113763747,-2.105536847845212,-0.4078383447584062,-1.697698503086806,0.0050218292891785
254827,NAALADL2,254827,NAALADL2,5894,RAF1,False,-0.0950030390815693,-3.75480051447872,0.0001734795906462,-0.3739069082650529,-0.144593565743031,-0.0454125124201076,17,3.519607843137255,-0.2621860369865949,-0.6323617674175377,-0.1178186736763671,-0.5145430937411706,0.0319039675815115
25852,PIK3CB,"25852, 349565, 51163, 5291, 55179, 5947, 9276","ARMC8, NMNAT3, DBR1, PIK3CB, FAIM, RBP1, COPB2",4605,MYBL2,False,-0.1147020014723983,-4.540704103732397,5.606667237101736e-06,-0.4553374867167118,-0.1642123387911787,-0.065191664153618,17,4.235294117647059,-0.462387534487011,-0.7140389728510068,-0.2059948253134149,-0.5080441475375919,0.0024138484922185
25852,PIK3CB,"25852, 349565, 51163, 5291, 55179, 5947, 9276","ARMC8, NMNAT3, DBR1, PIK3CB, FAIM, RBP1, COPB2",10440,TIMM17A,False,-0.2222347128629121,-3.94283994711996,8.052239548259486e-05,-0.4512203493373905,-0.3327063625285473,-0.1117630631972768,17,4.235294117647059,-0.3878870846132758,-1.154059505636436,0.1088728617861746,-1.2629323674226107,0.0179411467616847
25937,WWTR1,"25937, 4071, 51122","WWTR1, TM4SF1, COMMD2",8773,SNAP23,False,-0.2207665505386487,-4.001991303884801,6.281160779796958e-05,-0.3716132976908715,-0.3288863477073405,-0.1126467533699569,17,4.176470588235294,-0.6531398241662092,-1.3342970934360388,-0.1726479200526797,-1.161649173383359,0.0147117426792716
25937,WWTR1,"25937, 4071, 51122","WWTR1, TM4SF1, COMMD2",10440,TIMM17A,False,-0.2037006662686981,-3.819037056013184,0.000133973638155,-0.4135892390974908,-0.3082416706260235,-0.0991596619113727,17,4.176470588235294,-0.3878870846132758,-0.993961289842845,0.055461424324479,-1.049422714167324,0.0263189041520127
26043,UBXN7,"26043, 5130, 7037","UBXN7, PCYT1A, TFRC",132660,LIN54,False,-0.1336553240992652,-3.749308407734832,0.0001773229082272,-0.4928584593542775,-0.2035241087092922,-0.0637865394892382,17,3.882352941176471,-0.2904857359912964,-0.5510380170962574,-0.0388992435691502,-0.5121387735271072,0.0324163933920396
