source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
KEGG,KEGG:05214,Glioma,8.942359263627451e-05,True,Glioma,75,89,8,8484,0.0898876404494382,0.10666666666666667,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'E2F3', 'KRAS', 'CCND1', 'RAF1', 'CDK4']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:05212,Pancreatic cancer,9.909545612933192e-05,True,Pancreatic cancer,76,89,8,8484,0.0898876404494382,0.10526315789473684,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'E2F3', 'KRAS', 'CCND1', 'RAF1', 'CDK4']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:05225,Hepatocellular carcinoma,9.950450632660829e-05,True,Hepatocellular carcinoma,166,89,11,8484,0.12359550561797752,0.06626506024096386,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'E2F3', 'KRAS', 'TXNRD1', 'CCND1', 'RAF1', 'ARID2', 'CDK4', 'APC']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:05213,Endometrial cancer,0.0001891980880418678,True,Endometrial cancer,58,89,7,8484,0.07865168539325842,0.1206896551724138,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'KRAS', 'CCND1', 'RAF1', 'APC']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0022402,cell cycle process,0.00045251144240201894,True,"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]",1280,157,28,21026,0.17834394904458598,0.021875,query_1,"['GO:0007049', 'GO:0009987']","['SMC4', 'EIF4G1', 'AHCTF1', 'ECT2', 'EZH2', 'LSM14A', 'PLSCR1', 'CCNL1', 'EXOC4', 'WNK1', 'UVRAG', 'CCNE1', 'FZR1', 'E2F3', 'CIT', 'PARD6B', 'SKP2', 'PDS5B', 'VPS4B', 'ACTR3', 'FBXW11', 'CCND1', 'MYBL2', 'ZFP36L1', 'ARID2', 'XRCC2', 'CDK4', 'APC']","[['IDA', 'ISO', 'TAS', 'IEA'], ['IMP'], ['IMP'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'IEA'], ['IMP'], ['IDA'], ['NAS'], ['NAS'], ['IDA'], ['IMP', 'IEA'], ['IMP', 'IBA', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IMP', 'IEA'], ['IBA'], ['IBA', 'TAS', 'IEA'], ['IMP', 'IEA'], ['IMP', 'NAS'], ['IEA'], ['IBA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['NAS'], ['IMP'], ['IDA', 'IMP', 'IBA', 'NAS'], ['IDA', 'IMP', 'NAS']]"
KEGG,KEGG:01522,Endocrine resistance,0.0005432731278833108,True,Endocrine resistance,95,89,8,8484,0.0898876404494382,0.08421052631578947,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'E2F3', 'KRAS', 'CCND1', 'RAF1', 'CDK4']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:05211,Renal cell carcinoma,0.0005604101666045649,True,Renal cell carcinoma,68,89,7,8484,0.07865168539325842,0.10294117647058823,query_1,['KEGG:00000'],"['PAK4', 'AKT2', 'FH', 'PIK3CB', 'PIK3CA', 'KRAS', 'RAF1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:05215,Prostate cancer,0.0006350163723638765,True,Prostate cancer,97,89,8,8484,0.0898876404494382,0.08247422680412371,query_1,['KEGG:00000'],"['AKT2', 'PIK3CB', 'PIK3CA', 'CCNE1', 'E2F3', 'KRAS', 'CCND1', 'RAF1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
REAC,REAC:R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,0.0008714911063048542,True,Aberrant regulation of mitotic cell cycle due to RB1 defects,36,118,6,11004,0.05084745762711865,0.16666666666666666,query_1,['REAC:R-HSA-9675126'],"['CCNE1', 'FZR1', 'E2F3', 'SKP2', 'CCND1', 'CDK4']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
GO:BP,GO:0007049,cell cycle,0.0009818821200479155,True,"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]",1663,157,32,21026,0.20382165605095542,0.019242333132892364,query_1,['GO:0009987'],"['SMC4', 'EIF4G1', 'AHCTF1', 'ECT2', 'AKT2', 'MECOM', 'EZH2', 'LSM14A', 'PLSCR1', 'RBM38', 'CCNL1', 'EXOC4', 'WNK1', 'UVRAG', 'CCNE1', 'FZR1', 'E2F3', 'CIT', 'PARD6B', 'SKP2', 'PDS5B', 'VPS4B', 'ACTR3', 'FBXW11', 'MAEA', 'CCND1', 'MYBL2', 'ZFP36L1', 'ARID2', 'XRCC2', 'CDK4', 'APC']","[['IDA', 'ISO', 'TAS', 'IEA'], ['IMP'], ['IMP'], ['IDA', 'IMP', 'IBA', 'IEA'], ['TAS'], ['IDA'], ['IMP', 'IEA'], ['IMP'], ['IDA'], ['IDA'], ['NAS'], ['NAS'], ['IDA'], ['IMP', 'IEA'], ['IMP', 'IBA', 'NAS', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IDA'], ['IMP', 'ISS', 'IEA'], ['IBA'], ['IBA', 'TAS', 'IEA'], ['IMP', 'IEA'], ['IMP', 'NAS'], ['IEA'], ['IBA'], ['NAS'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IBA', 'IEA'], ['ISS', 'IEA'], ['NAS'], ['IMP', 'TAS'], ['IDA', 'IMP', 'IBA', 'NAS', 'IEA'], ['IDA', 'IMP', 'NAS']]"
REAC,REAC:R-HSA-9675126,Diseases of mitotic cell cycle,0.0012137998261098984,True,Diseases of mitotic cell cycle,38,118,6,11004,0.05084745762711865,0.15789473684210525,query_1,['REAC:R-HSA-1643685'],"['CCNE1', 'FZR1', 'E2F3', 'SKP2', 'CCND1', 'CDK4']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
GO:BP,GO:0010557,positive regulation of macromolecule biosynthetic process,0.0012421993865368408,True,"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2593,157,42,21026,0.267515923566879,0.01619745468569225,query_1,"['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']","['EIF4G1', 'NCOA2', 'IGF2BP2', 'SUB1', 'CLNS1A', 'IL1RAP', 'DHX36', 'TRA2B', 'AKT2', 'MECOM', 'NCBP2', 'RFX5', 'PIK3CB', 'WWTR1', 'AGO2', 'HLTF', 'PDCD5', 'ASPH', 'OPA1', 'RSF1', 'PLSCR1', 'MED29', 'RBM38', 'CHD7', 'SMYD3', 'WNK1', 'SUPT5H', 'PAX8', 'E2F3', 'KRAS', 'ACTR3', 'TMED2', 'ATXN7L3', 'FBXW11', 'SOX17', 'SUPT7L', 'TRAF2', 'VEZF1', 'WT1', 'RAF1', 'MYBL2', 'ZNF780B']","[['IMP'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'IBA'], ['IEA'], ['NAS'], ['IEA'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP'], ['IDA', 'IEA'], ['NAS'], ['IDA', 'NAS'], ['IMP'], ['IBA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['ISO', 'IEA'], ['IDA'], ['IMP'], ['ISS', 'IEA'], ['IDA'], ['IDA', 'IMP'], ['NAS'], ['IDA'], ['IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IDA'], ['IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['NAS'], ['IMP', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IGI'], ['IEA'], ['IDA', 'IBA'], ['IEA']]"
GO:BP,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,0.0012728232166608303,True,"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",2036,157,36,21026,0.22929936305732485,0.01768172888015717,query_1,"['GO:0006139', 'GO:0009893', 'GO:0019219']","['NCOA2', 'SUB1', 'CLNS1A', 'DHX36', 'TRA2B', 'MECOM', 'NCBP2', 'RFX5', 'WWTR1', 'AGO2', 'HLTF', 'ASPH', 'RSF1', 'PLSCR1', 'MED29', 'CHD7', 'SMYD3', 'WNK1', 'SUPT5H', 'PAX8', 'E2F3', 'SKP2', 'WDR48', 'ACTR3', 'ATXN7L3', 'FBXW11', 'SOX17', 'SUPT7L', 'VEZF1', 'WT1', 'RAF1', 'MYBL2', 'SAMD4B', 'ZFP36L1', 'ARID2', 'ZNF780B']","[['IDA', 'ISS', 'IBA', 'IEA'], ['IEA'], ['NAS'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IMP', 'NAS'], ['IDA'], ['IBA', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['ISO', 'IEA'], ['IMP'], ['IDA'], ['IDA'], ['NAS'], ['IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['NAS'], ['IDA'], ['IDA', 'IMP', 'IGI'], ['IEA'], ['IDA', 'IBA'], ['IBA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IMP', 'NAS'], ['IEA']]"
